address,appraisal,appraisal_old,assessment_new,assessment_old,appraisal_year1,assessment_year1,appraisal_year2,assessment_year2
120 HIGH RIDGE RD,361900,248900,253329.99999999997,174230,277150,194005,305400,213780
125 HIGH RIDGE RD,434800,296300,304360,207410,330925,231647.49999999997,365550,255884.99999999997
145 HIGH RIDGE RD,486400,342300,340480,239609.99999999997,378325,264827.5,414350,290045
20 HIGH ROCK RD,168700,106000,118089.99999999999,74200,121675,85172.5,137350,96145
27 HIGH ROCK RD,351700,233200,246189.99999999997,163240,262825,183977.5,292450,204715
45 HIGH ROCK RD,405800,261800,284060,183260,297800,208460,333800,233659.99999999997
50 HIGH ROCK RD,428700,318600,300090,223020,346125,242287.49999999997,373650,261554.99999999997
60 HIGH ROCK RD,457900,310100,320530,217070,347050,242934.99999999997,384000,268800
61 HIGH ROCK RD,251400,170500,175980,119349.99999999999,190725,133507.5,210950,147665
70 HIGH ROCK RD,351300,211000,245909.99999999997,147700,246075,172252.5,281150,196805
74 HIGH ROCK RD,381800,251500,267260,176050,284075,198852.5,316650,221655
77 HIGH ROCK RD,395700,256200,276990,179340,291075,203752.5,325950,228165
80 HIGH ROCK RD,99400,69900,69580,48930,77275,54092.5,84650,59254.99999999999
85 HIGH ROCK RD,319700,210800,223790,147560,238025,166617.5,265250,185675
90 HIGH ROCK RD,374700,243800,262290,170660,276525,193567.5,309250,216475
100 HIGH ROCK RD,464400,334400,325080,234079.99999999997,366900,256829.99999999997,399400,279580
104 HIGH ROCK RD,524000,315400,366800,220780,367550,257284.99999999997,419700,293790
110 HIGH ROCK RD,325500,207100,227850,144970,236700,165690,266300,186410
115 HIGH ROCK RD,421300,269800,294910,188860,307675,215372.5,345550,241884.99999999997
145 HIGH ROCK RD,190200,53400,133140,37380,87600,61319.99999999999,121800,85260
77 HIGH ROCK RD REAR,7400,5200,5180,3639.9999999999995,5750,4024.9999999999995,6300,4410
8 HIGH TOP CR,402100,236600,281470,165620,277975,194582.5,319350,223545
18 HIGH TOP CR,547800,292500,383460,204750,356325,249427.49999999997,420150,294105
26 HIGH TOP CR,535800,300400,375060,210280,359250,251474.99999999997,418100,292670
36 HIGH TOP CR,419400,272000,293580,190400,308850,216195,345700,241989.99999999997
39 HIGH TOP CR,483300,305000,338310,213500,349575,244702.49999999997,394150,275905
46 HIGH TOP CR,516800,294300,361760,206010,349925,244947.49999999997,405550,283885
47 HIGH TOP CR,606400,340700,424480,238489.99999999997,407125,284987.5,473550,331485
55 HIGH TOP CR,505900,295400,354130,206780,348025,243617.49999999997,400650,280455
58 HIGH TOP CR,547100,348200,382970,243739.99999999997,397925,278547.5,447650,313355
70 HIGH TOP CR,336200,183100,235339.99999999997,128169.99999999999,221375,154962.5,259650,181755
83 HIGH TOP CR,509900,291600,356930,204120,346175,242322.49999999997,400750,280525
92 HIGH TOP CR,256100,163300,179270,114310,186500,130549.99999999999,209700,146790
93 HIGH TOP CR,505300,283100,353710,198170,338650,237054.99999999997,394200,275940
103 HIGH TOP CR,393200,229100,275240,160370,270125,189087.5,311150,217805
111 HIGH TOP CR,406300,243200,284410,170240,283975,198782.5,324750,227325
117 HIGH TOP CR,396500,231700,277550,162190,272900,191030,314100,219870
123 HIGH TOP CR,421300,246400,294910,172480,290125,203087.5,333850,233694.99999999997
128 HIGH TOP CR,385800,215800,270060,151060,258300,180810,300800,210560
129 HIGH TOP CR,503900,294300,352730,206010,346700,242689.99999999997,399100,279370
136 HIGH TOP CR,508700,290900,356090,203630,345350,241744.99999999997,399800,279860
137 HIGH TOP CR,510500,292900,357350,205030,347300,243109.99999999997,401700,281190
9 HIGH TOP CR EAST,246600,149400,172620,104580,173700,121589.99999999999,198000,138600
10 HIGH TOP CR EAST,236200,184900,165340,129429.99999999999,197725,138407.5,210550,147385
15 HIGH TOP CR EAST,233200,143000,163240,100100,165550,115884.99999999999,188100,131670
16 HIGH TOP CR EAST,279200,158700,195440,111090,188825,132177.5,218950,153265
23 HIGH TOP CR EAST,298100,182500,208670,127749.99999999999,211400,147980,240300,168210
29 HIGH TOP CR EAST,287600,169900,201320,118929.99999999999,199325,139527.5,228750,160125
35 HIGH TOP CR EAST,296700,181100,207690,126769.99999999999,210000,147000,238900,167230
41 HIGH TOP CR EAST,276500,166600,193550,116619.99999999999,194075,135852.5,221550,155085
47 HIGH TOP CR EAST,318300,184300,222810,129009.99999999999,217800,152460,251300,175910
53 HIGH TOP CR EAST,217400,132800,152180,92960,153950,107765,175100,122569.99999999999
59 HIGH TOP CR EAST,273600,166100,191520,116269.99999999999,192975,135082.5,219850,153895
63 HIGH TOP CR EAST,251000,145800,175700,102060,172100,120469.99999999999,198400,138880
69 HIGH TOP CR EAST,247900,152800,173530,106960,176575,123602.49999999999,200350,140245
78 HIGH TOP CR EAST,295300,188700,206710,132090,215350,150745,242000,169400
82 HIGH TOP CR EAST,259300,162400,181510,113680,186625,130637.49999999999,210850,147595
90 HIGH TOP CR EAST,281100,163900,196770,114729.99999999999,193200,135240,222500,155750
100 HIGH TOP CR EAST,326600,207300,228620,145110,237125,165987.5,266950,186865
74 HIGH TOP CR EAST #U49,221600,137000,155120,95900,158150,110705,179300,125509.99999999999
72 HIGH TOP CR EAST #U50,174900,107800,122429.99999999999,75460,124575,87202.5,141350,98945
70 HIGH TOP CR EAST #U51,208100,129300,145670,90510,149000,104300,168700,118089.99999999999
130 HIGH TOP CR EAST #U65,186600,115400,130619.99999999999,80780,133200,93240,151000,105700
132 HIGH TOP CR EAST #U66,165600,100800,115919.99999999999,70560,117000,81900,133200,93240
134 HIGH TOP CR EAST #U67,165600,100800,115919.99999999999,70560,117000,81900,133200,93240
136 HIGH TOP CR EAST #U68,177400,107700,124179.99999999999,75390,125125,87587.5,142550,99785
138 HIGH TOP CR EAST #U69,165600,100800,115919.99999999999,70560,117000,81900,133200,93240
140 HIGH TOP CR EAST #U70,197500,122100,138250,85470,140950,98665,159800,111860
156 HIGH TOP CR EAST #U81,167900,103300,117529.99999999999,72310,119450,83615,135600,94920
154 HIGH TOP CR EAST #U82,171700,105900,120189.99999999999,74130,122350,85645,138800,97160
152 HIGH TOP CR EAST #U83,165800,102000,116059.99999999999,71400,117950,82565,133900,93730
150 HIGH TOP CR EAST #U84,173500,107200,121449.99999999999,75040,123775,86642.5,140350,98245
148 HIGH TOP CR EAST #U85,174900,107800,122429.99999999999,75460,124575,87202.5,141350,98945
146 HIGH TOP CR EAST #U86,174900,107800,122429.99999999999,75460,124575,87202.5,141350,98945
144 HIGH TOP CR EAST #U87,188500,116200,131950,81340,134275,93992.5,152350,106645
142 HIGH TOP CR EAST #U88,208600,129700,146020,90790,149425,104597.5,169150,118404.99999999999
158 HIGH TOP CR WEST,255000,154000,178500,107800,179250,125474.99999999999,204500,143150
164 HIGH TOP CR WEST,286600,177100,200620,123969.99999999999,204475,143132.5,231850,162295
170 HIGH TOP CR WEST,279700,173900,195790,121729.99999999999,200350,140245,226800,158760
176 HIGH TOP CR WEST,291600,167700,204120,117389.99999999999,198675,139072.5,229650,160755
182 HIGH TOP CR WEST,293500,180200,205450,126139.99999999999,208525,145967.5,236850,165795
188 HIGH TOP CR WEST,298700,161200,209090,112840,195575,136902.5,229950,160965
194 HIGH TOP CR WEST,279300,152400,195510,106680,184125,128887.49999999999,215850,151095
200 HIGH TOP CR WEST,270800,149200,189560,104440,179600,125719.99999999999,210000,147000
206 HIGH TOP CR WEST,285100,156300,199570,109410,188500,131950,220700,154490
219 HIGH TOP CR WEST,299800,183100,209860,128169.99999999999,212275,148592.5,241450,169015
220 HIGH TOP CR WEST,266000,161200,186200,112840,187400,131180,213600,149520
229 HIGH TOP CR WEST,298400,186300,208880,130409.99999999999,214325,150027.5,242350,169645
171 HIGH TOP CR WEST #U10A,181600,108300,127119.99999999999,75810,126625,88637.5,144950,101465
173 HIGH TOP CR WEST #U11A,181600,108300,127119.99999999999,75810,126625,88637.5,144950,101465
175 HIGH TOP CR WEST #U12B,159900,90500,111930,63349.99999999999,107850,75495,125200,87640
177 HIGH TOP CR WEST #U13B,159900,90500,111930,63349.99999999999,107850,75495,125200,87640
179 HIGH TOP CR WEST #U14B,159400,90000,111580,62999.99999999999,107350,75145,124700,87290
183 HIGH TOP CR WEST #U15A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
185 HIGH TOP CR WEST #U16A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
187 HIGH TOP CR WEST #U17A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
189 HIGH TOP CR WEST #U18A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
191 HIGH TOP CR WEST #U19B,160400,91000,112280,63699.99999999999,108350,75845,125700,87990
153 HIGH TOP CR WEST #U1B,159900,90800,111930,63559.99999999999,108075,75652.5,125350,87745
193 HIGH TOP CR WEST #U20B,159600,90600,111720,63419.99999999999,107850,75495,125100,87570
195 HIGH TOP CR WEST #U21B,160400,91000,112280,63699.99999999999,108350,75845,125700,87990
197 HIGH TOP CR WEST #U22B,160400,91000,112280,63699.99999999999,108350,75845,125700,87990
199 HIGH TOP CR WEST #U23A,186300,108300,130409.99999999999,75810,127800,89460,147300,103110
201 HIGH TOP CR WEST #U24A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
203 HIGH TOP CR WEST #U25A,186300,105500,130409.99999999999,73850,125700,87990,145900,102130
205 HIGH TOP CR WEST #U26A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
207 HIGH TOP CR WEST #U27A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
209 HIGH TOP CR WEST #U28B,161000,91400,112700,63979.99999999999,108800,76160,126200,88340
211 HIGH TOP CR WEST #U29B,160400,91000,112280,63699.99999999999,108350,75845,125700,87990
155 HIGH TOP CR WEST #U2B,161200,91800,112840,64259.99999999999,109150,76405,126500,88550
213 HIGH TOP CR WEST #U30B,160500,91100,112350,63769.99999999999,108450,75915,125800,88060
215 HIGH TOP CR WEST #U31B,159600,90600,111720,63419.99999999999,107850,75495,125100,87570
217 HIGH TOP CR WEST #U32B,159600,90600,111720,63419.99999999999,107850,75495,125100,87570
157 HIGH TOP CR WEST #U3B,160400,91000,112280,63699.99999999999,108350,75845,125700,87990
159 HIGH TOP CR WEST #U4B,160400,91300,112280,63909.99999999999,108575,76002.5,125850,88095
161 HIGH TOP CR WEST #U5B,163200,93300,114240,65309.99999999999,110775,77542.5,128250,89775
163 HIGH TOP CR WEST #U6B,163200,93300,114240,65309.99999999999,110775,77542.5,128250,89775
165 HIGH TOP CR WEST #U7B,161800,92100,113260,64469.99999999999,109525,76667.5,126950,88865
167 HIGH TOP CR WEST #U8A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
169 HIGH TOP CR WEST #U9A,181600,105500,127119.99999999999,73850,124525,87167.5,143550,100485
112 HIGHLAND AVE,315500,206500,220850,144550,233750,163625,261000,182700
113 HIGHLAND AVE,335000,218600,234499.99999999997,153020,247700,173390,276800,193760
120 HIGHLAND AVE,277700,180600,194390,126419.99999999999,204875,143412.5,229150,160405
121 HIGHLAND AVE,311000,195600,217700,136920,224450,157115,253300,177310
129 HIGHLAND AVE,330300,212400,231209.99999999997,148680,241875,169312.5,271350,189945
130 HIGHLAND AVE,293100,190700,205170,133490,216300,151410,241900,169330
138 HIGHLAND AVE,305300,195900,213710,137130,223250,156275,250600,175420
141 HIGHLAND AVE,309300,199600,216510,139720,227025,158917.5,254450,178115
146 HIGHLAND AVE,419700,235800,293790,165060,281775,197242.5,327750,229424.99999999997
147 HIGHLAND AVE,337800,216500,236459.99999999997,151550,246825,172777.5,277150,194005
153 HIGHLAND AVE,295900,189700,207130,132790,216250,151375,242800,169960
159 HIGHLAND AVE,271200,177800,189840,124459.99999999999,201150,140805,224500,157150
160 HIGHLAND AVE,391300,302800,273910,211960,324925,227447.5,347050,242934.99999999997
167 HIGHLAND AVE,296500,189800,207550,132860,216475,151532.5,243150,170205
174 HIGHLAND AVE,308400,203500,215880,142450,229725,160807.5,255950,179165
177 HIGHLAND AVE,309100,212500,216370,148750,236650,165655,260800,182560
182 HIGHLAND AVE,287200,180300,201040,126209.99999999999,207025,144917.5,233750,163625
185 HIGHLAND AVE,354600,239000,248219.99999999997,167300,267900,187530,296800,207760
192 HIGHLAND AVE,284900,192500,199430,134750,215600,150920,238700,167090
197 HIGHLAND AVE,290600,187500,203420,131250,213275,149292.5,239050,167335
200 HIGHLAND AVE,292200,194000,204540,135800,218550,152985,243100,170170
206 HIGHLAND AVE,280200,180200,196140,126139.99999999999,205200,143640,230200,161140
207 HIGHLAND AVE,329200,212200,230439.99999999997,148540,241450,169015,270700,189490
215 HIGHLAND AVE,269900,171300,188930,119909.99999999999,195950,137165,220600,154420
218 HIGHLAND AVE,340200,215500,238139.99999999997,150850,246675,172672.5,277850,194495
225 HIGHLAND AVE,347400,230200,243179.99999999997,161140,259500,181650,288800,202160
230 HIGHLAND AVE,399300,312100,279510,218470,333900,233729.99999999997,355700,248989.99999999997
235 HIGHLAND AVE,300,300,210,210,300,210,300,210
241 HIGHLAND AVE,6600,4600,4620,3220,5100,3570,5600,3919.9999999999995
244 HIGHLAND AVE,258400,152200,180880,106540,178750,125124.99999999999,205300,143710
248 HIGHLAND AVE,415500,289800,290850,202860,321225,224857.5,352650,246854.99999999997
249 HIGHLAND AVE,298600,190200,209020,133140,217300,152110,244400,171080
255 HIGHLAND AVE,259800,171000,181860,119699.99999999999,193200,135240,215400,150780
258 HIGHLAND AVE,287700,191500,201390,134050,215550,150885,239600,167720
264 HIGHLAND AVE,360300,230400,252209.99999999997,161280,262875,184012.5,295350,206745
265 HIGHLAND AVE,306500,201200,214550,140840,227525,159267.5,253850,177695
273 HIGHLAND AVE,281200,186700,196840,130689.99999999999,210325,147227.5,233950,163765
280 HIGHLAND AVE,303500,198200,212450,138740,224525,157167.5,250850,175595
303 HIGHLAND AVE,1100,1200,770,840,1175,822.5,1150,805
311 HIGHLAND AVE,8900,6200,6230,4340,6875,4812.5,7550,5285
159 HIGHLAND AVE REAR,52400,54200,36680,37940,53750,37625,53300,37310
15 HIGHLAND VIEW AVE,357200,218300,250039.99999999997,152810,253025,177117.5,287750,201425
5 HIGHWOOD AVE,266000,164400,186200,115079.99999999999,189800,132860,215200,150640
11 HIGHWOOD AVE,272400,149000,190680,104300,179850,125894.99999999999,210700,147490
14 HIGHWOOD AVE,239100,155300,167370,108710,176250,123374.99999999999,197200,138040
17 HIGHWOOD AVE,269500,172100,188650,120469.99999999999,196450,137515,220800,154560
22 HIGHWOOD AVE,267000,155100,186900,108570,183075,128152.49999999999,211050,147735
25 HIGHWOOD AVE,269500,172400,188650,120679.99999999999,196675,137672.5,220950,154665
30 HIGHWOOD AVE,286400,186700,200480,130689.99999999999,211625,148137.5,236550,165585
31 HIGHWOOD AVE,256400,189900,179480,132930,206525,144567.5,223150,156205
38 HIGHWOOD AVE,299800,197900,209860,138530,223375,156362.5,248850,174195
39 HIGHWOOD AVE,300800,225500,210560,157850,244325,171027.5,263150,184205
44 HIGHWOOD AVE,295000,189200,206500,132440,215650,150955,242100,169470
24 HILL ST,340400,223100,238279.99999999997,156170,252425,176697.5,281750,197225
35 HILL ST,371200,236200,259839.99999999997,165340,269950,188965,303700,212590
38 HILL ST,318300,207400,222810,145180,235125,164587.5,262850,183995
47 HILL ST,325000,215900,227500,151130,243175,170222.5,270450,189315
50 HILL ST,312700,198300,218890,138810,226900,158830,255500,178850
61 HILL ST,546300,395000,382410,276500,432825,302977.5,470650,329455
62 HILL ST,293300,196700,205310,137690,220850,154595,245000,171500
71 HILL ST,9600,6700,6720,4690,7425,5197.5,8150,5705
74 HILL ST,313800,204400,219660,143080,231750,162225,259100,181370
83 HILL ST,308600,210300,216020,147210,234875,164412.5,259450,181615
86 HILL ST,510300,364200,357210,254939.99999999997,400725,280507.5,437250,306075
93 HILL ST,354400,235700,248079.99999999997,164990,265375,185762.5,295050,206535
98 HILL ST,359900,233600,251929.99999999997,163520,265175,185622.5,296750,207725
102 HILL ST,387600,267500,271320,187250,297525,208267.5,327550,229285
105 HILL ST,398200,249100,278740,174370,286375,200462.5,323650,226555
120 HILL ST,328700,224400,230089.99999999997,157080,250475,175332.5,276550,193585
125 HILL ST,268900,175100,188230,122569.99999999999,198550,138985,222000,155400
134 HILL ST,380900,253200,266630,177240,285125,199587.5,317050,221935
144 HILL ST,333500,214800,233449.99999999997,150360,244475,171132.5,274150,191905
153 HILL ST,343600,219000,240519.99999999997,153300,250150,175105,281300,196910
154 HILL ST,304500,193800,213150,135660,221475,155032.5,249150,174405
165 HILL ST,348600,226200,244019.99999999997,158340,256800,179760,287400,201180
168 HILL ST,335800,222700,235059.99999999997,155890,250975,175682.5,279250,195475
175 HILL ST,288900,183800,202230,128659.99999999999,210075,147052.5,236350,165445
180 HILL ST,412400,272200,288680,190540,307250,215075,342300,239609.99999999997
187 HILL ST,292300,188400,204610,131880,214375,150062.5,240350,168245
190 HILL ST,410800,273700,287560,191590,307975,215582.5,342250,239574.99999999997
197 HILL ST,343000,216300,240099.99999999997,151410,247975,173582.5,279650,195755
202 HILL ST,429000,263400,300300,184380,304800,213360,346200,242339.99999999997
209 HILL ST,324200,217200,226940,152040,243950,170765,270700,189490
